,Unnamed: 0,Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,enroll_year,enroll_month,enroll_month_year,enroll_day,cancel_year,cancel_month,cancel_month_year,cancel_day,DaysSinceEnrollment,DaysSinceCancellation,EnrollmentDurationInDays,IsCancelled
4199,4199,823663,Silas,Brockington,Silas Brockington,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Urban,75277.0,Married,Nova,2753.16,Standard,2015,9,2015-09,21,,,NaT,,2292,,2292.0,False
4200,4200,854812,Clemente,Gioe,Clemente Gioe,Newfoundland,St. John's,47.561508,-52.712578,female,Bachelor,Urban,75277.0,Married,Nova,2753.16,Standard,2018,10,2018-10,26,,,NaT,,1161,,1161.0,False
4201,4201,890232,Fredricka,Cabasso,Fredricka Cabasso,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Suburban,28887.0,Single,Nova,2753.31,Standard,2020,5,2020-05,10,2021.0,1.0,2021-01,10.0,599,354.0,245.0,True
4202,4202,559619,Bessie,Mimnaugh,Bessie Mimnaugh,Quebec,Montreal,45.50169,-73.567253,female,College,Urban,0.0,Married,Nova,2753.78,Standard,2019,5,2019-05,9,2020.0,1.0,2020-01,9.0,966,721.0,245.0,True
4203,4203,627869,Deon,Ladtkow,Deon Ladtkow,British Columbia,Victoria,48.428421,-123.36565,female,College,Suburban,0.0,Married,Nova,2753.78,Standard,2016,1,2016-01,2,2019.0,1.0,2019-01,31.0,2189,1064.0,1125.0,True
4204,4204,780525,Dan,Chiappone,Dan Chiappone,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Urban,58705.0,Married,Nova,2754.14,Standard,2021,12,2021-12,24,,,NaT,,6,,6.0,False
4205,4205,346205,Adriane,Raef,Adriane Raef,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,79507.0,Married,Nova,2754.46,Standard,2017,2,2017-02,28,,,NaT,,1766,,1766.0,False
4206,4206,985427,Rico,Crease,Rico Crease,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,79507.0,Married,Nova,2754.46,Standard,2019,9,2019-09,21,2020.0,1.0,2020-01,11.0,831,719.0,112.0,True
4207,4207,850245,Deandra,Mileski,Deandra Mileski,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Urban,39393.0,Married,Nova,2755.22,Standard,2020,8,2020-08,6,,,NaT,,511,,511.0,False
4208,4208,915948,Sherlene,Hocking,Sherlene Hocking,British Columbia,West Vancouver,49.328625,-123.16019,male,Bachelor,Suburban,43540.0,Married,Nova,2756.47,Standard,2016,7,2016-07,26,,,NaT,,1983,,1983.0,False
4209,4209,479015,Juliana,Auyer,Juliana Auyer,Alberta,Edmonton,53.544388,-113.49093,male,High School or Below,Suburban,29926.0,Divorced,Nova,2756.94,Standard,2019,4,2019-04,12,,,NaT,,993,,993.0,False
4210,4210,659251,Archie,Carolina,Archie Carolina,Ontario,Toronto,43.653225,-79.383186,female,High School or Below,Urban,29926.0,Divorced,Nova,2756.94,Standard,2017,9,2017-09,25,,,NaT,,1557,,1557.0,False
4211,4211,949829,Daron,Durnil,Daron Durnil,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Rural,50414.0,Married,Nova,2757.38,Standard,2016,4,2016-04,29,,,NaT,,2071,,2071.0,False
4212,4212,426536,Douglas,Billheimer,Douglas Billheimer,Quebec,Montreal,45.50169,-73.567253,female,Doctor,Rural,22158.0,Married,Nova,2758.33,Standard,2016,11,2016-11,21,,,NaT,,1865,,1865.0,False
4213,4213,621695,Chu,Daly,Chu Daly,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,65794.0,Married,Nova,2758.5,Standard,2018,8,2018-08,23,,,NaT,,1225,,1225.0,False
4214,4214,370090,Shaun,Easton,Shaun Easton,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Suburban,44619.0,Married,Nova,2758.7,Standard,2018,6,2018-06,14,,,NaT,,1295,,1295.0,False
4215,4215,653636,Shelley,Bettin,Shelley Bettin,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Rural,44619.0,Married,Nova,2758.7,Standard,2019,11,2019-11,5,,,NaT,,786,,786.0,False
4216,4216,663514,Rhoda,Gaydos,Rhoda Gaydos,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Rural,64388.0,Married,Nova,2759.62,Standard,2019,8,2019-08,3,,,NaT,,880,,880.0,False
4217,4217,260726,Jacquelyn,Studniarz,Jacquelyn Studniarz,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Suburban,92296.0,Married,Nova,2759.98,Standard,2020,4,2020-04,14,,,NaT,,625,,625.0,False
4218,4218,397891,Delia,Turchi,Delia Turchi,British Columbia,Dawson Creek,55.759628,-120.23766,female,Bachelor,Suburban,92296.0,Married,Nova,2759.98,Standard,2018,6,2018-06,12,2019.0,8.0,2019-08,28.0,1297,855.0,442.0,True
4219,4219,405339,Tamisha,Bucknell,Tamisha Bucknell,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Rural,92296.0,Married,Nova,2759.98,Standard,2019,11,2019-11,28,,,NaT,,763,,763.0,False
4220,4220,508456,Elene,Boiles,Elene Boiles,British Columbia,Victoria,48.428421,-123.36565,female,Bachelor,Suburban,92296.0,Married,Nova,2759.98,2021 Promotion,2021,2,2021-02,1,,,NaT,,332,,332.0,False
4221,4221,576057,Cleta,Millener,Cleta Millener,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,92296.0,Married,Nova,2759.98,Standard,2021,5,2021-05,19,,,NaT,,225,,225.0,False
4222,4222,614373,Burma,Sharrow,Burma Sharrow,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Rural,92296.0,Married,Nova,2759.98,Standard,2016,1,2016-01,7,,,NaT,,2184,,2184.0,False
4223,4223,724272,Florida,Jasin,Florida Jasin,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Urban,92296.0,Married,Nova,2759.98,Standard,2015,10,2015-10,7,,,NaT,,2276,,2276.0,False
4224,4224,582067,Arlena,Bibian,Arlena Bibian,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Rural,79065.0,Married,Nova,2760.48,Standard,2021,7,2021-07,31,,,NaT,,152,,152.0,False
4225,4225,628596,Dee,Minick,Dee Minick,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Urban,79065.0,Married,Nova,2760.48,Standard,2018,11,2018-11,7,,,NaT,,1149,,1149.0,False
4226,4226,113363,Willie,Nickell,Willie Nickell,New Brunswick,Moncton,46.087818,-64.778229,female,Bachelor,Suburban,34717.0,Married,Nova,2760.95,Standard,2020,9,2020-09,2,,,NaT,,484,,484.0,False
4227,4227,172345,Karyl,Paywa,Karyl Paywa,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Suburban,34717.0,Married,Nova,2760.95,Standard,2020,4,2020-04,10,,,NaT,,629,,629.0,False
4228,4228,103985,Grant,Perloff,Grant Perloff,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Single,Nova,2761.69,Standard,2021,9,2021-09,1,2019.0,5.0,2019-05,1.0,120,974.0,0.0,True
4229,4229,357903,Deja,Pigott,Deja Pigott,Ontario,Sudbury,46.522099,-80.953033,male,Bachelor,Urban,72335.0,Single,Nova,2762.8,Standard,2021,11,2021-11,4,,,NaT,,56,,56.0,False
4230,4230,860684,Chance,Filip,Chance Filip,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Suburban,33837.0,Married,Nova,2764.03,Standard,2019,1,2019-01,6,,,NaT,,1089,,1089.0,False
4231,4231,531515,Vanetta,Hisel,Vanetta Hisel,Alberta,Calgary,51.048615,-114.07085,male,Bachelor,Urban,61085.0,Married,Nova,2764.49,Standard,2020,7,2020-07,2,,,NaT,,546,,546.0,False
4232,4232,653539,Georgia,Panetta,Georgia Panetta,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,61085.0,Married,Nova,2764.49,Standard,2017,5,2017-05,23,,,NaT,,1682,,1682.0,False
4233,4233,150134,Leonida,Kaatz,Leonida Kaatz,British Columbia,Dawson Creek,55.759628,-120.23766,female,Bachelor,Urban,31591.0,Married,Nova,2764.8,Standard,2016,1,2016-01,11,,,NaT,,2180,,2180.0,False
4234,4234,316527,Bonnie,Cuzzo,Bonnie Cuzzo,British Columbia,West Vancouver,49.328625,-123.16019,male,College,Rural,0.0,Married,Nova,2767.5,Standard,2015,6,2015-06,7,,,NaT,,2398,,2398.0,False
4235,4235,825464,Larhonda,Prayer,Larhonda Prayer,Quebec,Montreal,45.50169,-73.567253,male,College,Suburban,0.0,Married,Nova,2767.5,2021 Promotion,2021,2,2021-02,28,,,NaT,,305,,305.0,False
4236,4236,123697,Alejandrina,Olarte,Alejandrina Olarte,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Married,Nova,2767.59,Standard,2017,6,2017-06,29,,,NaT,,1645,,1645.0,False
4237,4237,467151,Ione,Marti,Ione Marti,British Columbia,Vancouver,49.28273,-123.12074,male,College,Urban,0.0,Married,Nova,2767.59,Standard,2016,3,2016-03,26,,,NaT,,2105,,2105.0,False
4238,4238,613195,Slyvia,Piechowski,Slyvia Piechowski,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Rural,40506.0,Married,Nova,2769.25,Standard,2020,2,2020-02,20,,,NaT,,679,,679.0,False
4239,4239,976834,Francisco,Jhingree,Francisco Jhingree,New Brunswick,Moncton,46.087818,-64.778229,female,Bachelor,Suburban,40506.0,Married,Nova,2769.25,Standard,2021,11,2021-11,29,,,NaT,,31,,31.0,False
4240,4240,136049,Gene,Lamas,Gene Lamas,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Urban,39646.0,Married,Nova,2769.73,Standard,2021,5,2021-05,26,,,NaT,,218,,218.0,False
4241,4241,122206,Corazon,Jamie,Corazon Jamie,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Urban,50071.0,Single,Nova,2771.05,Standard,2017,10,2017-10,9,2018.0,6.0,2018-06,9.0,1543,1300.0,243.0,True
4242,4242,173873,Jayson,Daller,Jayson Daller,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,50071.0,Single,Nova,2771.05,Standard,2018,3,2018-03,3,,,NaT,,1398,,1398.0,False
4243,4243,203973,Farah,Stier,Farah Stier,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,50071.0,Single,Nova,2771.05,Standard,2020,9,2020-09,16,,,NaT,,470,,470.0,False
4244,4244,276204,Star,Rolley,Star Rolley,Alberta,Banff,51.178398,-115.5708,male,Bachelor,Rural,50071.0,Single,Nova,2771.05,Standard,2020,8,2020-08,7,,,NaT,,510,,510.0,False
4245,4245,291595,Vivan,Levander,Vivan Levander,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Suburban,50071.0,Single,Nova,2771.05,Standard,2020,8,2020-08,22,,,NaT,,495,,495.0,False
4246,4246,470998,Dorian,Zalenski,Dorian Zalenski,Quebec,Tremblant,46.118462,-74.596184,female,Bachelor,Urban,50071.0,Single,Nova,2771.05,Standard,2021,6,2021-06,30,,,NaT,,183,,183.0,False
4247,4247,606852,Mindi,Drentlaw,Mindi Drentlaw,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,50071.0,Single,Nova,2771.05,Standard,2016,4,2016-04,9,,,NaT,,2091,,2091.0,False
4248,4248,952532,Vella,Sitra,Vella Sitra,British Columbia,Vancouver,49.28273,-123.12074,male,College,Suburban,0.0,Single,Nova,2771.96,Standard,2020,11,2020-11,26,,,NaT,,399,,399.0,False
4249,4249,971637,Francis,Mogus,Francis Mogus,Ontario,Toronto,43.653225,-79.383186,female,College,Suburban,0.0,Single,Nova,2771.96,Standard,2020,4,2020-04,12,,,NaT,,627,,627.0,False
4250,4250,746772,Junita,Mirabelli,Junita Mirabelli,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,79663.0,Divorced,Nova,2772.44,Standard,2015,10,2015-10,21,,,NaT,,2262,,2262.0,False
4251,4251,454750,Ezequiel,Rowse,Ezequiel Rowse,Ontario,London,42.984924,-81.245277,male,Bachelor,Rural,68463.0,Married,Nova,2772.5,Standard,2020,4,2020-04,22,,,NaT,,617,,617.0,False
4252,4252,141139,Lakiesha,Dudding,Lakiesha Dudding,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,37038.0,Married,Nova,2772.84,Standard,2019,4,2019-04,27,,,NaT,,978,,978.0,False
4253,4253,308144,Leigh,Lasasso,Leigh Lasasso,Alberta,Edmonton,53.544388,-113.49093,male,Bachelor,Rural,37038.0,Married,Nova,2772.84,Standard,2020,11,2020-11,22,,,NaT,,403,,403.0,False
4254,4254,632515,Harold,Quillin,Harold Quillin,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,73478.0,Married,Nova,2773.46,2021 Promotion,2021,3,2021-03,3,,,NaT,,302,,302.0,False
4255,4255,612370,Briana,Kubie,Briana Kubie,New Brunswick,Moncton,46.087818,-64.778229,female,College,Rural,0.0,Divorced,Nova,2774.8,Standard,2018,12,2018-12,29,2019.0,9.0,2019-09,10.0,1097,842.0,255.0,True
4256,4256,840882,Oleta,Gansert,Oleta Gansert,Quebec,Tremblant,46.118462,-74.596184,male,College,Rural,0.0,Divorced,Nova,2774.8,Standard,2018,12,2018-12,15,,,NaT,,1111,,1111.0,False
4257,4257,437262,Gilda,Oathout,Gilda Oathout,Ontario,Kingston,44.231171,-76.485954,female,Doctor,Rural,29051.0,Married,Nova,2775.08,Standard,2020,3,2020-03,28,,,NaT,,642,,642.0,False
4258,4258,825315,Pamelia,Mikami,Pamelia Mikami,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Urban,38222.0,Divorced,Nova,2775.67,Standard,2018,5,2018-05,28,,,NaT,,1312,,1312.0,False
4259,4259,760061,Riva,Wiederholt,Riva Wiederholt,Quebec,Montreal,45.50169,-73.567253,female,College,Suburban,0.0,Single,Nova,2776.32,Standard,2016,4,2016-04,5,,,NaT,,2095,,2095.0,False
4260,4260,603005,Shaunta,Bumbalo,Shaunta Bumbalo,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,50985.0,Divorced,Nova,2776.58,2021 Promotion,2021,4,2021-04,2,,,NaT,,272,,272.0,False
4261,4261,127289,Bobbie,Such,Bobbie Such,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Single,Nova,2776.63,Standard,2016,12,2016-12,14,,,NaT,,1842,,1842.0,False
4262,4262,435883,Angelic,Sabat,Angelic Sabat,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Rural,30893.0,Divorced,Nova,2776.75,Standard,2018,5,2018-05,3,2019.0,1.0,2019-01,3.0,1337,1092.0,245.0,True
4263,4263,537124,Carolann,Reynold,Carolann Reynold,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Suburban,70793.0,Married,Nova,2776.77,Standard,2017,10,2017-10,13,,,NaT,,1539,,1539.0,False
4264,4264,849884,Charlena,Kolasa,Charlena Kolasa,Ontario,London,42.984924,-81.245277,male,High School or Below,Rural,23830.0,Married,Nova,2776.84,Standard,2016,3,2016-03,26,,,NaT,,2105,,2105.0,False
4265,4265,523246,Bryan,Picher,Bryan Picher,British Columbia,West Vancouver,49.328625,-123.16019,male,Bachelor,Rural,65431.0,Married,Nova,2777.34,Standard,2016,11,2016-11,18,,,NaT,,1868,,1868.0,False
4266,4266,684296,Helena,Karel,Helena Karel,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Suburban,59124.0,Married,Nova,2777.53,Standard,2016,12,2016-12,30,2019.0,12.0,2019-12,21.0,1826,740.0,1086.0,True
4267,4267,859972,Su,Todorovich,Su Todorovich,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,59124.0,Married,Nova,2777.53,Standard,2017,10,2017-10,1,,,NaT,,1551,,1551.0,False
4268,4268,833783,Louisa,Rhynes,Louisa Rhynes,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,66030.0,Married,Nova,2778.32,2021 Promotion,2017,10,2017-10,1,,,NaT,,1551,,1551.0,False
4269,4269,779929,Ruthanne,Shuemaker,Ruthanne Shuemaker,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Suburban,73570.0,Single,Nova,2778.9,Standard,2020,10,2020-10,26,,,NaT,,430,,430.0,False
4270,4270,196583,Michael,Trafford,Michael Trafford,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,38893.0,Single,Nova,2779.85,Standard,2016,1,2016-01,17,,,NaT,,2174,,2174.0,False
4271,4271,735627,Felix,Martiniz,Felix Martiniz,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,38893.0,Single,Nova,2779.85,Standard,2019,8,2019-08,26,,,NaT,,857,,857.0,False
4272,4272,549537,Kina,Brad,Kina Brad,Ontario,Toronto,43.653225,-79.383186,male,Doctor,Rural,20261.0,Divorced,Nova,2780.2,Standard,2018,5,2018-05,23,,,NaT,,1317,,1317.0,False
4273,4273,461353,Tilda,Badalamenti,Tilda Badalamenti,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,94943.0,Married,Nova,2780.73,Standard,2018,1,2018-01,24,,,NaT,,1436,,1436.0,False
4274,4274,920321,Pei,Neemann,Pei Neemann,New Brunswick,Fredericton,45.963589,-66.643112,female,Bachelor,Rural,88704.0,Married,Nova,2780.85,Standard,2017,2,2017-02,18,,,NaT,,1776,,1776.0,False
4275,4275,185129,Sharyl,Curra,Sharyl Curra,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,56218.0,Married,Nova,2781.45,Standard,2016,12,2016-12,13,,,NaT,,1843,,1843.0,False
4276,4276,891097,Brant,Bawcum,Brant Bawcum,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,56218.0,Married,Nova,2781.45,Standard,2015,10,2015-10,3,,,NaT,,2280,,2280.0,False
4277,4277,443130,Felix,Maslow,Felix Maslow,Ontario,Trenton,44.101128,-77.576309,male,College,Rural,0.0,Single,Nova,2781.59,Standard,2017,11,2017-11,28,,,NaT,,1493,,1493.0,False
4278,4278,607480,Dorotha,Ahrendes,Dorotha Ahrendes,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Single,Nova,2781.59,Standard,2019,12,2019-12,2,,,NaT,,759,,759.0,False
4279,4279,365421,Delphine,Sirignano,Delphine Sirignano,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,42297.0,Married,Nova,2783.58,Standard,2020,3,2020-03,8,,,NaT,,662,,662.0,False
4280,4280,369943,Ardath,Leidy,Ardath Leidy,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,42297.0,Married,Nova,2783.58,Standard,2017,3,2017-03,4,,,NaT,,1762,,1762.0,False
4281,4281,727497,Donnette,Rotenberry,Donnette Rotenberry,Ontario,Thunder Bay,48.380894,-89.247681,female,Doctor,Rural,20814.0,Married,Nova,2784.91,Standard,2020,4,2020-04,23,,,NaT,,616,,616.0,False
4282,4282,600792,Madonna,Pulver,Madonna Pulver,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,66378.0,Divorced,Nova,2785.42,Standard,2020,10,2020-10,8,,,NaT,,448,,448.0,False
4283,4283,688691,Nicholas,Malmanger,Nicholas Malmanger,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Urban,66378.0,Divorced,Nova,2785.42,Standard,2015,8,2015-08,22,,,NaT,,2322,,2322.0,False
4284,4284,623946,Kandi,Wildberger,Kandi Wildberger,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Rural,94310.0,Divorced,Nova,2786.66,Standard,2021,8,2021-08,14,2019.0,4.0,2019-04,14.0,138,991.0,0.0,True
4285,4285,302134,Kip,Rascoe,Kip Rascoe,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Rural,38667.0,Single,Nova,2787.42,Standard,2015,7,2015-07,1,,,NaT,,2374,,2374.0,False
4286,4286,767494,Elizebeth,Deatherage,Elizebeth Deatherage,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,38667.0,Single,Nova,2787.42,Standard,2015,5,2015-05,6,,,NaT,,2430,,2430.0,False
4287,4287,637765,Kandice,Jaffy,Kandice Jaffy,Newfoundland,St. John's,47.561508,-52.712578,male,Bachelor,Rural,62506.0,Married,Nova,2787.5,Standard,2019,1,2019-01,11,,,NaT,,1084,,1084.0,False
4288,4288,647791,Annabelle,Bossler,Annabelle Bossler,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Suburban,62506.0,Married,Nova,2787.5,Standard,2020,9,2020-09,4,,,NaT,,482,,482.0,False
4289,4289,278987,Tonie,Denard,Tonie Denard,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,34927.0,Married,Nova,2787.54,Standard,2020,9,2020-09,2,,,NaT,,484,,484.0,False
4290,4290,695076,Onie,Devincentis,Onie Devincentis,Manitoba,Winnipeg,49.895138,-97.138374,female,High School or Below,Rural,15514.0,Married,Nova,2789.75,Standard,2018,3,2018-03,26,,,NaT,,1375,,1375.0,False
4291,4291,384146,Delphia,Bulat,Delphia Bulat,Alberta,Peace River,56.23418,-117.28938,female,High School or Below,Suburban,22974.0,Married,Nova,2790.23,2021 Promotion,2021,4,2021-04,29,2021.0,12.0,2021-12,29.0,245,1.0,244.0,True
4292,4292,456167,Rolanda,Beddows,Rolanda Beddows,Ontario,Toronto,43.653225,-79.383186,male,High School or Below,Rural,22974.0,Married,Nova,2790.23,Standard,2016,7,2016-07,23,,,NaT,,1986,,1986.0,False
4293,4293,488303,Kassandra,Stoffer,Kassandra Stoffer,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,28786.0,Married,Nova,2790.46,Standard,2020,3,2020-03,26,,,NaT,,644,,644.0,False
4294,4294,895537,Cary,Blain,Cary Blain,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,28786.0,Married,Nova,2790.46,Standard,2019,6,2019-06,10,,,NaT,,934,,934.0,False
4295,4295,529415,Shea,Outram,Shea Outram,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,53882.0,Married,Nova,2790.68,Standard,2018,8,2018-08,21,,,NaT,,1227,,1227.0,False
4296,4296,591547,Roberta,Sucre,Roberta Sucre,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,39783.0,Single,Nova,2794.91,Standard,2015,7,2015-07,13,,,NaT,,2362,,2362.0,False
4297,4297,142224,Dale,Altermatt,Dale Altermatt,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Married,Nova,2795.32,Standard,2019,10,2019-10,27,,,NaT,,795,,795.0,False
4298,4298,106689,Buster,Beltrame,Buster Beltrame,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,40516.0,Married,Nova,2795.41,Standard,2020,6,2020-06,15,,,NaT,,563,,563.0,False
4299,4299,410341,Avelina,Wischner,Avelina Wischner,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,40516.0,Married,Nova,2795.41,Standard,2019,6,2019-06,11,,,NaT,,933,,933.0,False
4300,4300,948825,Wava,Screws,Wava Screws,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,69809.0,Married,Nova,2795.55,Standard,2016,1,2016-01,2,,,NaT,,2189,,2189.0,False
4301,4301,525525,Cary,Attia,Cary Attia,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Urban,85950.0,Divorced,Nova,2795.74,Standard,2015,9,2015-09,15,,,NaT,,2298,,2298.0,False
4302,4302,683699,Delmy,Liskey,Delmy Liskey,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Urban,85950.0,Divorced,Nova,2795.74,Standard,2017,4,2017-04,9,,,NaT,,1726,,1726.0,False
4303,4303,210485,Arianne,Jacek,Arianne Jacek,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,77362.0,Married,Nova,2796.8,Standard,2018,7,2018-07,30,2019.0,2.0,2019-02,17.0,1249,1047.0,202.0,True
4304,4304,717780,Vinnie,Liuzza,Vinnie Liuzza,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,77362.0,Married,Nova,2796.8,Standard,2019,6,2019-06,30,,,NaT,,914,,914.0,False
4305,4305,200519,Betty,Hauptmann,Betty Hauptmann,New Brunswick,Fredericton,45.963589,-66.643112,female,Bachelor,Suburban,54655.0,Married,Nova,2796.87,Standard,2015,8,2015-08,29,,,NaT,,2315,,2315.0,False
4306,4306,546869,Sunny,Lalley,Sunny Lalley,Prince Edward Island,Charlottetown,46.238239,-63.131069,female,Bachelor,Suburban,69604.0,Married,Nova,2797.67,Standard,2020,8,2020-08,3,,,NaT,,514,,514.0,False
4307,4307,261423,Jaimie,Marzano,Jaimie Marzano,Ontario,Trenton,44.101128,-77.576309,male,Bachelor,Rural,63223.0,Married,Nova,2797.76,Standard,2019,10,2019-10,5,2021.0,11.0,2021-11,27.0,817,33.0,784.0,True
4308,4308,715369,Karie,Meidinger,Karie Meidinger,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,63223.0,Married,Nova,2797.76,Standard,2015,10,2015-10,17,,,NaT,,2266,,2266.0,False
4309,4309,173506,Bertram,Moyd,Bertram Moyd,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Urban,88009.0,Single,Nova,2798.68,2021 Promotion,2021,4,2021-04,10,,,NaT,,264,,264.0,False
4310,4310,579943,Maryjo,Leiberton,Maryjo Leiberton,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Rural,88009.0,Single,Nova,2798.68,Standard,2019,7,2019-07,30,,,NaT,,884,,884.0,False
4311,4311,174923,Moshe,Sindt,Moshe Sindt,Quebec,Hull,45.42873,-75.713364,female,Bachelor,Suburban,78127.0,Married,Nova,2799.47,Standard,2017,12,2017-12,9,,,NaT,,1482,,1482.0,False
4312,4312,105074,Kathryne,Axt,Kathryne Axt,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,65351.0,Married,Nova,2799.75,Standard,2017,10,2017-10,14,,,NaT,,1538,,1538.0,False
4313,4313,724222,Latia,Meachem,Latia Meachem,Alberta,Calgary,51.048615,-114.07085,female,Bachelor,Suburban,65351.0,Married,Nova,2799.75,Standard,2019,2,2019-02,24,,,NaT,,1040,,1040.0,False
4314,4314,327019,Joleen,Pidro,Joleen Pidro,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Suburban,33247.0,Married,Nova,2801.56,Standard,2021,10,2021-10,12,,,NaT,,79,,79.0,False
4315,4315,775768,Jutta,Tadena,Jutta Tadena,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Suburban,33247.0,Married,Nova,2801.56,Standard,2017,12,2017-12,23,,,NaT,,1468,,1468.0,False
4316,4316,451740,Mahalia,Nederostek,Mahalia Nederostek,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Rural,34628.0,Married,Nova,2802.62,Standard,2021,1,2021-01,28,,,NaT,,336,,336.0,False
4317,4317,987482,Scotty,Qunnarath,Scotty Qunnarath,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Rural,60707.0,Married,Nova,2803.6,Standard,2015,5,2015-05,25,,,NaT,,2411,,2411.0,False
4318,4318,555398,Fermina,Sanda,Fermina Sanda,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,43775.0,Married,Nova,2803.8,Standard,2020,1,2020-01,31,,,NaT,,699,,699.0,False
